Ratio H/L normalized REP_A,Ratio H/L normalized REP_B,Ratio H/L normalized REP_C,Only identified by site,Reverse,Contaminant,Peptides,Sequence coverage [%],Mol. weight [kDa],PEP,Ratio H/L count REP_A,Ratio H/L count REP_B,Ratio H/L count REP_C,Intensity L REP_A,Intensity H REP_A,Intensity L REP_B,Intensity H REP_B,Intensity L REP_C,Intensity H REP_C,Mean,Median,Standard deviation,Coefficient of variation,Median absolute deviation,Minimum,Maximum,Range,Valid values,Protein IDs,Majority protein IDs,Protein names,Gene names,Proteins,Cysteinylation site IDs,Glutathionylation site IDs,Nitro site IDs,Oxidation (M) site IDs,Phospho (STY) site IDs,s-nitrosylation site IDs,GOCC Name2,GOCC Name3,GOCC Name4,GOCC Name5,GOCC Name6,GOCC Name7,GOCC Name8,GOCC Name9,GOCC Name10,GOCC Name11,GOCC Name12,GOCC Name13,GOCC Name14,GOCC Name15,GOCC Name16,GOCC Name17,GOCC Name18,GOCC Name19,GOCC Name20,GOCC Name21,GOCC Name22,GOCC Name23,GOCC Name24,GOCC Name25,GOCC Name26,GOCC Name27,GOCC Name28,GOCC Name29,GOCC Name30,GOCC Name31,GOCC Name32,GOCC Name33,GOCC Name34,GOCC Name35,GOCC Name36,GOCC Name37,GOCC Name38,GOCC Name39,GOCC Name40,GOCC Name41,GOCC Name42,GOCC Name43,GOCC Name44,GOCC Name45,GOCC Name46,GOCC Name47,GOCC Name48,GOCC Name49,GOCC Name50,GOCC Name51,GOCC Name52,GOCC Name53
0.741661,0.130404,0.138814,,,,9,11.4,111.33,1.31E-40,14,12,13,2237700,4006100,2568800,3992400,2579500,3464300,0.33696,0.138814,0.350507,1.0402,0.00841069,0.130404,0.741661,0.611257,3,Q9Y4L1;E9PL22;E9PJ21;B7Z909;J3KTF1;J3QL06;J3QLE9;J3QQH7,Q9Y4L1;E9PL22;E9PJ21;B7Z909,Hypoxia up-regulated protein 1,HYOU1,8,,,,,,,cell part,cytoplasmic part,endoplasmic reticulum lumen,endoplasmic reticulum part,intracellular organelle lumen,intracellular organelle part,intracellular part,membrane-enclosed lumen,organelle lumen,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.239154,0.356482,0.415001,,,,4,19.4,26.832,2.74E-21,5,5,5,1795900,2540300,3343500,4726400,2117700,2714800,0.336879,0.356482,0.0895479,0.265816,0.0585195,0.239154,0.415001,0.175848,3,Q9Y3B8;Q9Y3B8-2;H0YG54;H0YGR4;H0YG83;F5GX07;F5GYG5;H0YH58,Q9Y3B8;Q9Y3B8-2;H0YG54;H0YGR4;H0YG83;F5GX07;F5GYG5;H0YH58,"Oligoribonuclease, mitochondrial",REXO2,8,,,,,,,cell part,cytoplasmic part,intracellular,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,membrane,membrane-bounded organelle,mitochondrion,non-membrane-bounded organelle,nuclear part,nucleolus,organelle,organelle part,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.358734,0.22367,0.42191,,,,13,39.9,47.074,1.82E-260,44,54,54,31449000,55513000,42608000,63741000,43145000,56805000,0.334771,0.358734,0.101269,0.302503,0.0631761,0.22367,0.42191,0.19824,3,O60664;O60664-3;K7EQF4;K7EL96;K7ERZ3;K7ER39;O60664-2,O60664;O60664-3;K7EQF4;K7EL96;K7ERZ3,Perilipin-3,PLIN3,7,,,,223;224;225,,,cell part,cytoplasmic part,endosomal part,endosome membrane,Golgi apparatus,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,lipid particle,membrane,membrane-bounded organelle,organelle,organelle membrane,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.275126,0.421695,0.298776,,,,19,30.7,50.118,5.55E-142,27,32,29,40715000,66999000,46938000,72423000,51784000,77673000,0.331865,0.298776,0.0786877,0.237107,0.0236493,0.275126,0.421695,0.146568,3,P26641;B4DTG2;E7EMT2,P26641;B4DTG2,Elongation factor 1-gamma,EEF1G,3,,,,,,,cell part,cytoplasmic part,cytosol,eukaryotic translation elongation factor 1 complex,intracellular part,macromolecular complex,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.28629,0.293959,0.397146,,,,9,24.3,55.804,6.81E-34,9,9,14,6001900,8738700,6571600,10999000,5367000,7835800,0.325798,0.293959,0.0619078,0.190019,0.00766924,0.28629,0.397146,0.110856,3,P12268;H0Y4R1;E7ETK5;A4D0Z6;J3KNX8;C9JV30;P20839-3;E7EQS0;P20839;C9J381;P20839-4;P20839-2;C9K0R9,P12268;H0Y4R1,Inosine-5-monophosphate dehydrogenase 2,IMPDH2,13,,,,,,,cell part,cytoplasmic part,cytosol,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.443182,0.206643,NaN,,,,3,14.6,24.701,7.66E-07,3,3,1,835490,1238100,595940,811330,1282700,427850,0.324913,0.324913,0.167258,0.514779,0.118269,0.206643,0.443182,0.236539,2,Q9BUL8;C9J5C3;C9J6F3;C9J363;C9JND6;C9JSA3;H7C5M9;C9J932;F8WDF3,Q9BUL8;C9J5C3;C9J6F3;C9J363;C9JND6;C9JSA3;H7C5M9,Programmed cell death protein 10,PDCD10,9,,,,,,,cell part,cytoplasmic part,cytosol,Golgi apparatus part,Golgi membrane,intracellular organelle part,intracellular part,membrane,organelle membrane,organelle part,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaN,0.245374,0.400319,,,,2,6.1,34.404,1.89E-05,1,2,2,135150,325750,2747100,3257000,4362500,4996400,0.322847,0.322847,0.109563,0.339365,0.0774727,0.245374,0.400319,0.154945,2,O75569;O75569-2;O75569-3;B4DJC7;C9JMM3;G5E9Q4;F8WEG8,O75569;O75569-2;O75569-3;B4DJC7;C9JMM3;G5E9Q4;F8WEG8,Interferon-inducible double stranded RNA-dependent protein kinase activator A,PRKRA,7,,,,,,,cell part,cytoplasmic part,intracellular,intracellular part,perinuclear region of cytoplasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.286763,0.373732,0.298776,,,,2,7.5,37.551,1.02E-20,4,2,4,1037900,1302400,1260800,1722700,1030900,1467600,0.319757,0.298776,0.047128,0.147387,0.0120127,0.286763,0.373732,0.0869688,3,Q9NZL9;Q9NZL9-2;Q9NZL9-4;Q9NZL9-3;H7C0X7;E5RJR3;Q9NZL9-5;E5RFS9,Q9NZL9;Q9NZL9-2;Q9NZL9-4;Q9NZL9-3;H7C0X7;E5RJR3;Q9NZL9-5;E5RFS9,Methionine adenosyltransferase 2 subunit beta,MAT2B,8,,,,,,,cell part,cytoplasmic part,cytosol,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,macromolecular complex,membrane-bounded organelle,methionine adenosyltransferase complex,nucleus,organelle,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.355918,0.35095,0.247684,,,,6,6.2,117.66,1.42E-14,4,3,4,652200,1331800,631920,846640,539180,745770,0.318184,0.35095,0.0611051,0.192043,0.00496861,0.247684,0.355918,0.108234,3,E9PCR7;E9PDF2;Q02218;Q02218-2;F5H801;E9PFG7;Q9ULD0;Q9ULD0-2;Q9ULD0-3;Q02218-3,E9PCR7;E9PDF2;Q02218;Q02218-2;F5H801;E9PFG7,"2-oxoglutarate dehydrogenase, mitochondrial",OGDH,10,,,,,,,cell part,cytoplasmic part,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle lumen,intracellular organelle part,intracellular part,membrane,membrane-bounded organelle,membrane-enclosed lumen,mitochondrial matrix,mitochondrial membrane,mitochondrial part,mitochondrion,organelle,organelle lumen,organelle membrane,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.127501,0.408494,0.417704,,,,3,13.6,25.499,3.02E-14,3,3,6,1112000,1613700,1648900,2510800,1181400,1672600,0.3179,0.408494,0.164954,0.518888,0.00920963,0.127501,0.417704,0.290203,3,Q7L9L4-2;Q7L9L4;Q9H8S9;H7BZ12;Q9H8S9-2;D6RCK3,Q7L9L4-2;Q7L9L4;Q9H8S9,MOB kinase activator 1B;MOB kinase activator 1A,MOB1B;MOB1A,6,,,,,,,cell part,cytoplasmic part,cytosol,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,nucleus,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.52667,0.437547,-0.014966,,,,3,11.5,38.89,1.39E-78,6,3,5,2474100,3857900,2994300,4709200,1906600,3098100,0.316417,0.437547,0.290425,0.917855,0.0891225,-0.014966,0.52667,0.541636,3,Q15293;B7Z1M1;E9PJD5;E9PNT6;E9PP27,Q15293;B7Z1M1,Reticulocalbin-1,RCN1,5,,,,,,,cell part,cytoplasmic part,endoplasmic reticulum,endoplasmic reticulum lumen,endoplasmic reticulum part,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle lumen,intracellular organelle part,intracellular part,membrane-bounded organelle,membrane-enclosed lumen,organelle,organelle lumen,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.533962,0.158983,0.232415,,,,7,36.7,24.579,3.28E-23,7,7,7,2158600,3334400,3320100,4415500,2551800,3120500,0.308454,0.232415,0.198717,0.644238,0.0734319,0.158983,0.533962,0.374979,3,P00492,P00492,Hypoxanthine-guanine phosphoribosyltransferase,HPRT1,1,,,,,,,cell part,cytoplasmic part,cytosol,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.249991,0.220578,0.447632,,,,2,2.1,108.17,0.00016404,3,3,4,761590,1063900,758200,994170,694420,1028900,0.306067,0.249991,0.123478,0.403434,0.0294138,0.220578,0.447632,0.227055,3,O60716;O60716-2;F8WA43;O60716-4;O60716-6;O60716-3;C9JZR2;O60716-5;E9PIE5;O60716-7;O60716-9;O60716-8;O60716-10;O60716-12;O60716-14;O60716-11;O60716-13;O60716-17;O60716-15;O60716-18;O60716-16;O60716-20;O60716-22;O60716-19;O60716-21;O60716-23;O60716-24;O60716-25;O60716-26;O60716-28;O60716-30;O60716-27;O60716-29;O60716-31;O60716-32,O60716;O60716-2;F8WA43;O60716-4;O60716-6;O60716-3;C9JZR2;O60716-5;E9PIE5;O60716-7;O60716-9;O60716-8;O60716-10;O60716-12;O60716-14;O60716-11;O60716-13;O60716-17;O60716-15;O60716-18;O60716-16;O60716-20;O60716-22;O60716-19;O60716-21;O60716-23;O60716-24;O60716-25;O60716-26;O60716-28;O60716-30;O60716-27;O60716-29;O60716-31;O60716-32,Catenin delta-1,CTNND1,35,,,,,,,cell part,cytoplasmic part,cytosol,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane,membrane-bounded organelle,midbody,nucleus,organelle,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.298658,0.343465,0.253021,,,,8,14,62.941,2.40E-20,9,10,11,4815700,6532600,3587000,4882500,4533300,7003800,0.298381,0.298658,0.0452225,0.151559,0.0448064,0.253021,0.343465,0.0904436,3,E9PF86;D6RF12;O95394;J3KN95;H0Y987;H0Y8I3;D6RIS6;D6RF77;D6RCQ8;D6RC77;D6RCD1,E9PF86;D6RF12;O95394;J3KN95;H0Y987;H0Y8I3,Phosphoacetylglucosamine mutase,PGM3,11,,,,,,,cell part,cytoplasmic part,cytosol,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0540844,NaN,0.54201,,,,3,8,49.96,1.24E-23,3,1,3,1651400,2160200,271640,391220,1397700,2455000,0.298047,0.298047,0.345016,1.15759,0.243963,0.0540844,0.54201,0.487926,2,Q9Y6N5;H3BNX3;H3BMS6;H3BNP9,Q9Y6N5;H3BNX3,"Sulfide:quinone oxidoreductase, mitochondrial",SQRDL,4,,,,,,,cell part,cytoplasmic part,intracellular organelle part,intracellular part,membrane,mitochondrial inner membrane,mitochondrial membrane,mitochondrial part,organelle inner membrane,organelle membrane,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.443183,0.718701,0.613815,,,,4,16.8,18.491,1.35E-10,4,4,4,11997000,473980,608420,944990,2812900,1283500,0.296444,0.613815,0.642679,2.16796,0.104887,-0.443183,0.718701,1.16188,3,O75947;O75947-2;F5H608,O75947;O75947-2;F5H608,"ATP synthase subunit d, mitochondrial",ATP5H,3,,,,274,,,cell part,cytoplasmic part,intracellular organelle part,intracellular part,macromolecular complex,membrane part,mitochondrial membrane part,mitochondrial part,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",organelle part,protein complex,"proton-transporting ATP synthase complex, coupling factor F(o)","proton-transporting two-sector ATPase complex, proton-transporting domain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0237522,0.55159,0.304628,,,,4,12.8,26.21,4.14E-20,3,6,4,3980000,4272800,3253600,4401200,4762200,5931600,0.293323,0.304628,0.2641,0.900373,0.246962,0.0237522,0.55159,0.527838,3,Q9BVC6,Q9BVC6,Transmembrane protein 109,TMEM109,1,,,,,,,cell part,cytoplasmic part,endoplasmic reticulum membrane,endoplasmic reticulum part,integral to membrane,intracellular organelle part,intracellular part,intrinsic to membrane,membrane,membrane part,nuclear membrane,nuclear outer membrane,nuclear part,organelle membrane,organelle outer membrane,organelle part,outer membrane,sarcoplasmic reticulum membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.164658,0.401194,0.30906,,,,14,22.4,87.819,1.50E-39,13,11,9,6742400,7913500,7488600,9360500,2795100,4373000,0.291637,0.30906,0.119227,0.408819,0.0921339,0.164658,0.401194,0.236536,3,A2A274;Q99798,A2A274;Q99798,"Aconitate hydratase, mitochondrial",ACO2,2,,,,,,,cell part,cytoplasmic part,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle lumen,intracellular organelle part,intracellular part,membrane-bounded organelle,membrane-enclosed lumen,mitochondrial matrix,mitochondrial part,mitochondrion,nucleus,organelle,organelle lumen,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0999011,0.303342,0.467592,,,,4,15.8,30.757,2.21E-18,2,3,4,1448100,1848900,2359300,3377000,3582000,5456200,0.290279,0.303342,0.184193,0.63454,0.16425,0.0999011,0.467592,0.367691,3,F5H740;Q9Y277-2;Q9Y277;E5RHZ6;E5RJN6;E5RFP6;E5RK27,F5H740;Q9Y277-2;Q9Y277;E5RHZ6;E5RJN6;E5RFP6;E5RK27,Voltage-dependent anion-selective channel protein 3,VDAC3,7,,,,,,,cell part,cytoplasmic part,intracellular organelle part,intracellular part,macromolecular complex,membrane,membrane part,mitochondrial membrane,mitochondrial outer membrane,mitochondrial part,organelle membrane,organelle outer membrane,organelle part,outer membrane,pore complex,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.153287,0.25411,0.451541,,,,3,14.8,24.682,5.02E-08,2,2,3,505730,711060,546590,753360,598740,810270,0.286313,0.25411,0.151712,0.529884,0.100824,0.153287,0.451541,0.298254,3,O00233;J3KN29;O00233-2;F8W7V8;F5GX23;F5H5V4;F5H169;F5H182;O00233-3;F5H7X1,O00233;J3KN29;O00233-2;F8W7V8;F5GX23;F5H5V4;F5H169,26S proteasome non-ATPase regulatory subunit 9,PSMD9,10,,,,,,,cell part,cytoplasmic part,cytosol,intracellular organelle part,intracellular part,macromolecular complex,nuclear part,nucleoplasm,organelle part,proteasome regulatory particle,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.140517,0.104605,0.591871,,,,17,49.3,32.728,7.02E-89,38,52,41,12258000,22946000,17785000,32546000,17754000,34194000,0.278998,0.140517,0.27155,0.973308,0.035912,0.104605,0.591871,0.487266,3,Q02878;F8W181;F8VZ45;F8VWR1;F8VZA3;F8VR69;F8VRY1,Q02878;F8W181,60S ribosomal protein L6,RPL6,7,,,,,,,cell part,cytoplasmic part,cytosolic large ribosomal subunit,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,large ribosomal subunit,macromolecular complex,non-membrane-bounded organelle,organelle,organelle part,ribonucleoprotein complex,ribosome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.509645,-0.000548299,0.306262,,,,7,10.2,80.529,1.15E-20,17,14,14,4964600,8999100,7224300,10219000,6163500,9172000,0.271786,0.306262,0.256838,0.945,0.203383,-0.000548299,0.509645,0.510193,3,P46977;E9PNQ1;E9PI32;E9PN73;E9PIJ8,P46977;E9PNQ1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,STT3A,5,,,,729,,,cell part,cytoplasmic part,endoplasmic reticulum part,integral to membrane,intracellular organelle part,intracellular part,intrinsic to membrane,macromolecular complex,membrane,membrane part,oligosaccharyltransferase complex,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.445515,0.159371,0.198997,,,,5,15.3,39.94,1.45E-17,6,6,5,1497100,2104500,2305700,2794400,1364000,1934000,0.267961,0.198997,0.155037,0.578583,0.0396262,0.159371,0.445515,0.286144,3,P46734-3;P46734;P46734-2;E9PRZ0;P52564;P52564-2;J3QR49;J3KRV4;K7EIW3;K7ELM6,P46734-3;P46734;P46734-2;E9PRZ0,Dual specificity mitogen-activated protein kinase kinase 3,MAP2K3,10,,,,,,,cell part,cytoplasmic part,cytoskeleton,cytosol,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,non-membrane-bounded organelle,nuclear part,nucleoplasm,organelle,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.260267,0.254594,0.289008,,,,15,45.5,37.512,1.27E-247,16,23,15,16089000,23975000,25812000,35320000,14607000,21175000,0.267956,0.260267,0.0184508,0.0688574,0.0056726,0.254594,0.289008,0.0344141,3,P62136;P62136-2;E9PMD7;A6NNR3;F5H037;F5H1L6,P62136;P62136-2;E9PMD7;A6NNR3,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Serine/threonine-protein phosphatase,PPP1CA,6,,,,,,,cell part,cytoplasmic part,cytosol,histone methyltransferase complex,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,methyltransferase complex,MLL5-L complex,non-membrane-bounded organelle,nuclear part,nucleolus,nucleoplasm part,organelle,organelle part,protein complex,protein serine/threonine phosphatase complex,PTW/PP1 phosphatase complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.349931,0.251568,0.198997,,,,12,61.5,22.677,1.54E-139,17,39,23,32566000,48727000,48203000,64715000,40036000,50834000,0.266832,0.251568,0.0766163,0.287133,0.0525707,0.198997,0.349931,0.150934,3,P62820;B7Z8M7;E7END7;P62820-2;P62820-3;E7ETK2,P62820;B7Z8M7;E7END7;P62820-2;P62820-3;E7ETK2,Ras-related protein Rab-1A,RAB1A,6,,,,827;828;829;830,,,cell part,cytoplasmic part,endoplasmic reticulum,Golgi apparatus,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.071679,0.319155,0.537048,,,,5,29.9,26.923,1.48E-17,5,6,4,1460500,1378400,3340000,3320700,1299800,1958500,0.261508,0.319155,0.308431,1.17943,0.217892,-0.071679,0.537048,0.608726,3,Q99714;Q99714-2;Q5H928,Q99714;Q99714-2;Q5H928,3-hydroxyacyl-CoA dehydrogenase type-2,HSD17B10,3,,,,,,,cell part,cytoplasmic part,intracellular organelle lumen,intracellular organelle part,intracellular part,membrane,membrane-enclosed lumen,mitochondrial matrix,mitochondrial part,organelle lumen,organelle part,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0300004,0.440952,0.367259,,,,3,12.6,32.816,1.35E-32,3,3,3,1981300,2370500,1446000,2076600,1625900,2263100,0.259404,0.367259,0.253325,0.976568,0.073693,-0.0300004,0.440952,0.470953,3,P42126;H3BP91;P42126-2;Q96DC0;H3BS70,P42126;H3BP91;P42126-2;Q96DC0;H3BS70,"Enoyl-CoA delta isomerase 1, mitochondrial",ECI1;DCI,5,,,,,,,cell part,cytoplasmic part,intracellular organelle lumen,intracellular organelle part,intracellular part,membrane-enclosed lumen,mitochondrial matrix,mitochondrial part,organelle lumen,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.287827,0.318577,0.153676,,,,8,11.8,82.593,2.38E-41,6,6,4,2273000,3514000,3646100,5336000,2438300,2716400,0.25336,0.287827,0.0876875,0.346099,0.0307502,0.153676,0.318577,0.164901,3,P46459;I3L0N3;B4DFA2;K7EQD6;I3L2G1,P46459;I3L0N3;B4DFA2,Vesicle-fusing ATPase,NSF,5,,,,,,,cell part,cytoplasmic part,cytosol,intracellular part,membrane,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.450591,0.145091,0.161823,,,,10,64.4,20.511,1.00E-98,7,9,6,13968000,21650000,27980000,35388000,17010000,23265000,0.252502,0.161823,0.171754,0.680211,0.0167327,0.145091,0.450591,0.305501,3,P18085;C9JAK5;C9JPM4,P18085;C9JAK5;C9JPM4,ADP-ribosylation factor 4,ARF4,3,,,,518;519;520,,,cell part,cytoplasmic part,Golgi apparatus,intracellular,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0141061,0.344488,0.423632,,,,6,26.6,28.068,5.25E-34,4,6,5,2371000,3119400,4710100,5313700,1937700,2693900,0.251338,0.344488,0.233262,0.928083,0.0791442,-0.0141061,0.423632,0.437738,3,Q9Y224;G3V4C6;H0YJB9,Q9Y224;G3V4C6;H0YJB9,UPF0568 protein C14orf166,C14orf166,3,,,,,,,cell part,cytoplasmic part,cytoskeletal part,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane-bounded organelle,microtubule organizing center,nucleus,organelle,organelle part,perinuclear region of cytoplasm,protein complex,tRNA-splicing ligase complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.312433,0.229465,0.204391,,,,2,13.8,21.014,3.99E-14,2,2,2,1429100,2084800,1215900,1719000,1344700,1767700,0.248763,0.229465,0.056547,0.227313,0.0250737,0.204391,0.312433,0.108042,3,P32321-2;P32321;D6RBJ9,P32321-2;P32321;D6RBJ9,Deoxycytidylate deaminase,DCTD,3,,,,,,,cell part,cytoplasmic part,cytosol,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.397584,0.154454,0.190678,,,,14,44,50.435,9.55E-81,16,18,15,11627000,20960000,12757000,20595000,10878000,15872000,0.247572,0.190678,0.131171,0.529829,0.0362244,0.154454,0.397584,0.24313,3,Q07960;H0YE29;E9PNR6,Q07960;H0YE29;E9PNR6,Rho GTPase-activating protein 1,ARHGAP1,3,,,151;152,896;897,,,cell part,cytoplasmic part,cytosol,intracellular,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,membrane-bounded organelle,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.138421,0.367259,0.188528,,,,14,46.4,47.366,6.98E-111,14,12,17,10112000,14714000,10856000,13461000,10609000,14308000,0.231403,0.188528,0.120293,0.519843,0.0501062,0.138421,0.367259,0.228838,3,P43686;P43686-2,P43686;P43686-2,26S protease regulatory subunit 6B,PSMC4,2,,,,,,,cell part,cytoplasmic part,cytosol,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane-bounded organelle,mitochondrion,nuclear part,nucleoplasm,organelle,organelle part,proteasome complex,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.379177,0.0691523,0.240742,,,,6,21.6,33.428,4.95E-67,9,7,7,4916600,6567400,6538800,8418300,4738500,6517700,0.22969,0.240742,0.155308,0.676161,0.138436,0.0691523,0.379177,0.310025,3,P53004;C9J1E1,P53004,Biliverdin reductase A,BLVRA,2,,,,,,,cell part,cytoplasmic part,cytosol,intracellular part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.198117,0.232783,0.2529,,,,14,38.3,47.534,3.71E-94,14,14,15,18060000,21820000,19283000,25786000,16164000,21354000,0.227933,0.232783,0.0277117,0.121578,0.0201165,0.198117,0.2529,0.0547831,3,O00231-2;O00231;J3QRY4;J3QS13,O00231-2;O00231,26S proteasome non-ATPase regulatory subunit 11,PSMD11,4,,,,,,,cell part,cytoplasmic part,cytosol,intracellular organelle part,intracellular part,macromolecular complex,nuclear part,nucleoplasm,organelle part,proteasome complex,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.257493,0.217231,0.200379,,,,8,22.8,40.228,3.91E-56,8,9,9,6464300,8914900,11178000,13907000,7363000,10076000,0.225034,0.217231,0.0293461,0.130407,0.0168519,0.200379,0.257493,0.0571146,3,Q12907;D6RBV2;D6RIU4;D6RDX1;D6RBH1,Q12907;D6RBV2;D6RIU4;D6RDX1,Vesicular integral-membrane protein VIP36,LMAN2,5,,,,900,,,cell part,cytoplasmic part,endoplasmic reticulum membrane,endoplasmic reticulum part,endoplasmic reticulum-Golgi intermediate compartment membrane,Golgi apparatus part,Golgi membrane,integral to membrane,intracellular organelle part,intracellular part,intrinsic to membrane,membrane,membrane part,organelle membrane,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1644,0.223917,0.264717,,,,11,40.6,36.112,3.13E-96,11,14,14,6647300,9311400,10796000,15285000,7996400,11242000,0.217678,0.223917,0.0504484,0.231757,0.0407999,0.1644,0.264717,0.100316,3,P05198;G3V4T5;H0YJS4,P05198;G3V4T5;H0YJS4,Eukaryotic translation initiation factor 2 subunit 1,EIF2S1,3,,,,333;334,,,cell part,cytoplasmic part,cytosol,eukaryotic translation initiation factor 2 complex,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular part,macromolecular complex,non-membrane-bounded organelle,organelle,polysome,protein complex,ribonucleoprotein complex,RNA granule,stress granule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
